frame,probability,key,xmin,ymin,xmax,ymax
018circle_2p5_1,80.98,circle-2.5mm,64,96,368,400
018circle_2p5_1,69.41,line-2.5mm,64,96,368,400
019circle_2p5_0,99.02,circle-2.5mm,48,208,352,528
019circle_2p5_1,95.18,circle-2.5mm,96,208,400,512
020circle_2p5_0,99.58,circle-2.5mm,96,176,400,480
020circle_2p5_1,83.26,circle-1.5mm,96,96,384,400
021circle_2p5_0,98.21,circle-2.5mm,48,192,352,496
021circle_2p5_1,99.26,circle-2.5mm,64,192,368,496
022circle_2p5_0,99.96,circle-2.5mm,64,224,368,528
022circle_2p5_1,96.44,circle-2.5mm,32,112,336,416
023circle_2p5_0,99.98,circle-2.5mm,96,176,384,480
023circle_2p5_1,99.61,circle-2.5mm,64,96,368,400
024circle_2p5_0,98.51,line-2.5mm,48,96,352,400
024circle_2p5_1,96.21,circle-2.5mm,48,128,352,432
024circle_2p5_1,69.01,line-2.5mm,48,144,352,448
025circle_2p5_0,68.87,line-2.5mm,48,144,336,464
025circle_2p5_0,81.18,circle-2.5mm,32,160,336,464
025circle_2p5_1,84.01,line-2.5mm,48,208,352,512
026circle_2p5_0,99.99,circle-2.5mm,48,160,352,464
026circle_2p5_1,99.97,circle-2.5mm,64,192,368,496
027circle_2p5_0,99.84,circle-2.5mm,48,208,352,512
027circle_2p5_1,99.94,circle-2.5mm,80,160,384,464
028circle_2p5_0,99.98,circle-2.5mm,64,144,368,448
028circle_2p5_1,99.55,circle-2.5mm,48,128,352,432
029circle_2p5_0,98.13,circle-2.5mm,64,64,368,368
029circle_2p5_0,68.12,line-2.5mm,64,64,368,368
029circle_2p5_1,95.08,circle-2.5mm,80,112,384,416
029circle_2p5_1,71.01,line-2.5mm,80,112,384,416
030circle_2p5_0,96.84,circle-2.5mm,48,144,352,448
030circle_2p5_0,62.57,line-2.5mm,48,144,352,448
030circle_2p5_1,84.79,line-2.5mm,80,96,384,400
030circle_2p5_1,69.24,circle-2.5mm,80,112,384,416
031circle_2p5_0,99.96,circle-2.5mm,80,144,384,448
031circle_2p5_1,99.99,circle-2.5mm,80,144,384,448
032circle_2p5_0,99.97,circle-2.5mm,64,128,368,432
032circle_2p5_1,99.99,circle-2.5mm,48,192,352,496
033circle_2p5_0,99.96,circle-2.5mm,48,192,352,496
033circle_2p5_1,99.97,circle-2.5mm,64,176,368,480
034circle_2p5_0,99.97,circle-2.5mm,80,80,384,384
034circle_2p5_1,81.37,circle-2.5mm,80,112,384,416
035circle_2p5_0,99.64,circle-2.5mm,80,96,368,400
035circle_2p5_1,97.16,circle-2.5mm,48,80,352,384
036circle_2p5_0,99.68,circle-2.5mm,48,112,352,416
036circle_2p5_0,87.77,line-2.5mm,48,112,352,416
036circle_2p5_1,99.75,circle-2.5mm,80,128,400,432
037circle_2p5_0,99.75,circle-2.5mm,48,128,352,432
037circle_2p5_1,99.96,circle-2.5mm,80,160,384,464
038circle_2p5_0,99.92,circle-2.5mm,64,192,368,496
038circle_2p5_1,99.89,circle-2.5mm,48,240,352,544
039circle_2p5_0,99.96,circle-2.5mm,80,144,384,448
039circle_2p5_1,99.81,circle-2.5mm,64,208,352,512
040circle_2p5_0,99.98,circle-2.5mm,64,128,368,432
040circle_2p5_1,99.99,circle-2.5mm,48,80,336,384
041circle_2p5_0,99.91,circle-2.5mm,64,208,368,512
041circle_2p5_1,100.0,circle-2.5mm,80,96,384,400
042circle_2p5_0,99.94,circle-2.5mm,48,144,352,448
042circle_2p5_1,99.76,circle-2.5mm,80,192,368,496
042circle_2p5_1,55.98,line-2.5mm,80,192,384,496
043circle_2p5_0,99.99,circle-2.5mm,32,96,336,400
043circle_2p5_1,99.94,circle-2.5mm,80,208,384,512
044circle_2p5_0,99.99,circle-2.5mm,64,80,368,384
044circle_2p5_1,99.98,circle-2.5mm,48,160,352,464
045circle_2p5_0,99.99,circle-2.5mm,48,144,352,448
045circle_2p5_1,99.99,circle-2.5mm,80,64,384,368
046circle_2p5_0,99.99,circle-2.5mm,80,224,368,528
046circle_2p5_1,99.99,circle-2.5mm,80,128,368,432
047circle_2p5_0,99.99,circle-2.5mm,32,160,336,464
047circle_2p5_1,99.99,circle-2.5mm,48,192,352,496
048circle_2p5_0,100.0,circle-2.5mm,32,64,336,368
048circle_2p5_1,100.0,circle-2.5mm,64,144,368,448
049circle_2p5_0,100.0,circle-2.5mm,48,144,352,448
049circle_2p5_1,100.0,circle-2.5mm,64,144,368,448
050circle_2p5_0,99.99,circle-2.5mm,96,176,400,480
050circle_2p5_1,100.0,circle-2.5mm,80,208,384,512
051circle_2p5_0,100.0,circle-2.5mm,48,128,352,432
051circle_2p5_1,100.0,circle-2.5mm,64,176,368,480
052circle_2p5_0,100.0,circle-2.5mm,80,128,384,432
052circle_2p5_1,99.99,circle-2.5mm,64,96,368,400
053circle_2p5_0,100.0,circle-2.5mm,80,192,384,496
053circle_2p5_1,100.0,circle-2.5mm,64,144,368,448
054circle_2p5_0,100.0,circle-2.5mm,48,144,352,448
054circle_2p5_1,100.0,circle-2.5mm,48,160,352,464
055circle_2p5_0,99.99,circle-2.5mm,64,112,368,416
055circle_2p5_1,100.0,circle-2.5mm,64,224,368,528
056circle_2p5_0,100.0,circle-2.5mm,80,64,384,368
056circle_2p5_1,100.0,circle-2.5mm,64,144,368,448
057circle_2p5_0,99.99,circle-2.5mm,80,176,384,480
057circle_2p5_1,99.99,circle-2.5mm,64,208,368,512
058circle_2p5_0,99.99,circle-2.5mm,80,208,384,512
058circle_2p5_1,99.98,circle-2.5mm,48,128,352,432
059circle_2p5_0,99.95,circle-2.5mm,48,224,352,528
059circle_2p5_1,99.96,circle-2.5mm,48,208,352,512
060circle_2p5_0,99.96,circle-2.5mm,80,64,384,368
060circle_2p5_1,99.92,circle-2.5mm,80,80,384,384
061circle_2p5_0,99.93,circle-2.5mm,64,64,368,368
061circle_2p5_1,99.96,circle-2.5mm,80,112,384,416
062circle_2p5_0,99.35,circle-2.5mm,64,224,368,528
062circle_2p5_1,99.84,circle-2.5mm,80,176,400,480
063circle_2p5_0,99.76,circle-2.5mm,80,144,384,448
063circle_2p5_1,99.77,circle-2.5mm,48,160,352,464
064circle_2p5_0,99.5,circle-2.5mm,48,112,352,416
064circle_2p5_0,79.92,line-2.5mm,32,112,352,416
064circle_2p5_1,99.67,circle-2.5mm,96,192,384,496
064circle_2p5_1,62.44,line-2.5mm,64,192,384,480
065circle_2p5_0,99.9,circle-2.5mm,80,96,384,400
065circle_2p5_1,99.38,circle-2.5mm,32,80,336,384
066circle_2p5_0,99.8,circle-2.5mm,80,112,384,416
066circle_2p5_1,99.54,circle-2.5mm,80,176,400,480
067circle_2p5_0,98.69,circle-2.5mm,64,192,368,496
067circle_2p5_0,66.1,line-2.5mm,48,192,384,496
067circle_2p5_1,98.96,circle-2.5mm,48,96,352,400
067circle_2p5_1,63.63,line-2.5mm,32,96,352,384
068circle_2p5_0,99.62,circle-2.5mm,80,192,384,496
068circle_2p5_1,98.98,circle-2.5mm,32,96,336,400
069circle_2p5_0,99.46,circle-2.5mm,80,96,384,400
069circle_2p5_0,56.54,line-2.5mm,48,80,368,384
069circle_2p5_1,99.54,circle-2.5mm,64,144,368,448
069circle_2p5_1,70.45,line-2.5mm,64,144,368,432
070circle_2p5_0,95.83,circle-2.5mm,48,240,352,544
070circle_2p5_0,92.99,line-2.5mm,48,224,368,512
070circle_2p5_1,95.55,circle-2.5mm,48,64,352,352
070circle_2p5_1,61.64,line-2.5mm,48,64,352,352
071circle_2p5_0,99.09,circle-2.5mm,80,112,384,416
071circle_2p5_1,98.46,circle-2.5mm,64,128,368,432
072circle_2p5_0,97.97,circle-2.5mm,64,96,368,400
072circle_2p5_0,85.96,line-2.5mm,48,80,368,368
072circle_2p5_1,96.74,circle-2.5mm,48,240,352,528
072circle_2p5_1,89.07,line-2.5mm,48,240,368,528
073circle_2p5_0,98.33,circle-2.5mm,48,64,352,368
073circle_2p5_0,87.89,line-2.5mm,48,64,368,352
073circle_2p5_1,98.55,circle-2.5mm,80,144,400,448
074circle_2p5_0,96.17,circle-2.5mm,64,128,384,432
074circle_2p5_0,93.03,line-2.5mm,48,112,368,400
074circle_2p5_1,97.45,circle-2.5mm,80,192,400,496
074circle_2p5_1,61.93,line-2.5mm,80,192,384,496
075circle_2p5_0,98.76,circle-2.5mm,96,128,384,432
075circle_2p5_0,80.39,line-2.5mm,64,112,400,416
075circle_2p5_1,97.77,circle-2.5mm,48,144,352,448
075circle_2p5_1,71.12,line-2.5mm,32,128,352,416
076circle_2p5_0,91.86,circle-2.5mm,48,128,368,416
076circle_2p5_0,94.08,line-2.5mm,32,128,352,416
076circle_2p5_1,92.53,circle-2.5mm,80,112,384,416
077circle_2p5_0,93.39,circle-2.5mm,32,96,336,400
077circle_2p5_0,93.58,line-2.5mm,32,112,352,400
077circle_2p5_1,96.56,circle-2.5mm,48,144,352,448
077circle_2p5_1,80.6,line-2.5mm,32,144,352,432
078circle_2p5_0,92.83,circle-2.5mm,64,160,368,464
078circle_2p5_0,77.19,line-2.5mm,64,160,384,448
078circle_2p5_1,92.3,circle-2.5mm,32,80,336,384
078circle_2p5_1,94.3,line-2.5mm,32,96,352,384
079circle_2p5_0,88.4,circle-2.5mm,32,144,336,448
079circle_2p5_0,94.21,line-2.5mm,32,144,352,432
079circle_2p5_1,89.66,circle-2.5mm,32,176,352,480
079circle_2p5_1,84.79,line-2.5mm,32,176,352,464
080circle_2p5_0,96.49,circle-2.5mm,48,64,352,368
080circle_2p5_0,69.21,line-2.5mm,32,64,352,352
080circle_2p5_1,75.03,line-2.5mm,64,192,384,496
080circle_2p5_1,94.49,circle-2.5mm,64,208,368,512
081circle_2p5_0,89.02,circle-2.5mm,32,128,336,432
081circle_2p5_0,70.77,line-2.5mm,32,128,336,416
081circle_2p5_1,89.91,circle-2.5mm,32,144,336,448
081circle_2p5_1,94.83,line-2.5mm,32,144,352,432
082circle_2p5_0,92.4,circle-2.5mm,64,144,368,448
082circle_2p5_0,77.16,line-2.5mm,48,128,368,432
082circle_2p5_1,77.94,line-2.5mm,64,96,384,400
082circle_2p5_1,88.57,circle-2.5mm,80,96,384,400
083circle_2p5_0,77.79,line-2.5mm,32,176,336,464
083circle_2p5_0,89.68,circle-2.5mm,32,176,336,480
083circle_2p5_1,91.3,circle-2.5mm,80,96,368,400
083circle_2p5_1,85.98,line-2.5mm,64,96,384,400
084circle_2p5_0,92.68,circle-2.5mm,32,80,352,384
084circle_2p5_0,93.5,line-2.5mm,32,80,352,368
084circle_2p5_1,92.88,circle-2.5mm,64,128,368,416
084circle_2p5_1,64.01,line-2.5mm,48,112,384,416
085circle_2p5_0,96.45,circle-2.5mm,80,128,384,432
085circle_2p5_0,84.55,line-2.5mm,64,128,384,432
085circle_2p5_1,88.79,circle-2.5mm,32,192,352,496
085circle_2p5_1,94.71,line-2.5mm,32,192,352,480
086circle_2p5_0,92.32,circle-2.5mm,48,208,368,512
086circle_2p5_0,72.12,line-2.5mm,48,208,368,512
086circle_2p5_1,92.49,circle-2.5mm,64,208,384,512
086circle_2p5_1,84.75,line-2.5mm,48,208,384,496
087circle_2p5_0,80.98,line-2.5mm,64,160,384,464
087circle_2p5_0,97.45,circle-2.5mm,96,160,384,464
087circle_2p5_1,84.66,line-2.5mm,48,160,384,448
087circle_2p5_1,92.65,circle-2.5mm,64,160,368,448
088circle_2p5_0,87.96,circle-2.5mm,32,208,352,512
088circle_2p5_0,73.46,line-2.5mm,32,208,352,496
088circle_2p5_1,75.66,line-2.5mm,48,192,368,480
088circle_2p5_1,92.09,circle-2.5mm,48,192,352,480
089circle_2p5_0,91.78,circle-2.5mm,80,64,400,368
089circle_2p5_0,70.83,line-2.5mm,64,64,400,368
089circle_2p5_1,93.51,circle-2.5mm,64,112,384,416
089circle_2p5_1,85.9,line-2.5mm,64,96,384,400
090circle_2p5_0,86.85,circle-2.5mm,48,192,368,496
090circle_2p5_0,86.53,line-2.5mm,48,192,368,480
090circle_2p5_1,77.51,line-2.5mm,32,96,368,400
090circle_2p5_1,87.84,circle-2.5mm,64,112,368,416
091circle_2p5_0,90.15,circle-2.5mm,32,208,352,512
091circle_2p5_0,68.58,line-2.5mm,32,208,352,496
091circle_2p5_1,83.14,line-2.5mm,64,160,384,464
091circle_2p5_1,94.97,circle-2.5mm,64,176,384,464
092circle_2p5_0,92.4,circle-2.5mm,16,208,336,512
092circle_2p5_0,89.71,line-2.5mm,16,224,352,512
092circle_2p5_1,65.12,line-2.5mm,32,128,352,416
092circle_2p5_1,91.64,circle-2.5mm,32,112,352,416
093circle_2p5_0,92.19,circle-2.5mm,32,160,352,464
093circle_2p5_0,53.72,line-2.5mm,48,160,368,448
093circle_2p5_1,93.37,circle-2.5mm,16,80,352,384
093circle_2p5_1,56.78,line-2.5mm,16,80,352,368
094circle_2p5_0,92.43,circle-2.5mm,32,208,352,512
094circle_2p5_0,50.83,line-2.5mm,16,208,352,512
094circle_2p5_1,92.76,circle-2.5mm,48,192,352,496
094circle_2p5_1,66.1,line-2.5mm,32,192,352,496
095circle_2p5_0,97.08,circle-2.5mm,32,160,368,464
095circle_2p5_1,98.41,circle-2.5mm,16,176,368,464
095circle_2p5_1,72.68,line-2.5mm,16,176,320,480
096circle_2p5_0,96.06,circle-2.5mm,0,160,352,448
096circle_2p5_0,59.22,line-2.5mm,96,144,384,448
096circle_2p5_1,94.19,circle-2.5mm,32,160,336,464
096circle_2p5_1,56.68,line-2.5mm,48,144,336,464
097circle_2p5_0,91.68,circle-2.5mm,16,160,368,448
097circle_2p5_0,74.07,line-2.5mm,32,144,320,464
097circle_2p5_1,98.26,circle-2.5mm,16,112,336,416
097circle_2p5_1,81.83,line-2.5mm,32,112,320,416
098circle_2p5_0,98.78,circle-2.5mm,-16,208,352,496
098circle_2p5_0,81.32,line-2.5mm,80,208,384,528
098circle_2p5_1,99.21,circle-2.5mm,0,128,352,432
098circle_2p5_1,74.22,line-2.5mm,96,128,400,416
098circle_2p5_1,60.65,line-2.5mm,0,112,304,432
099circle_2p5_0,97.95,circle-2.5mm,16,240,336,544
099circle_2p5_0,79.96,line-2.5mm,16,240,304,544
099circle_2p5_1,98.6,circle-2.5mm,16,192,368,480
099circle_2p5_1,73.12,line-2.5mm,32,192,336,496
100circle_2p5_0,99.48,circle-2.5mm,-16,112,352,400
100circle_2p5_0,90.96,line-2.5mm,96,96,384,400
100circle_2p5_1,99.16,circle-2.5mm,32,144,368,448
100circle_2p5_1,69.68,line-2.5mm,32,128,320,448
